,gender,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus
17202,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,44,1,1,1
17305,M,Y,N,0,166500,Working,Higher education,Married,With parents,Core staff,2,29,4,1,1
17371,M,Y,N,0,166500,Working,Higher education,Married,With parents,Core staff,2,29,4,1,0
17435,F,N,N,0,135000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,2,36,15,1,1
17459,M,Y,N,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,35,1,1,1
17528,F,N,N,0,81000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1,50,4,1,1
17551,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,44,0,1,1
17611,M,N,N,0,225000,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,2,34,1,1,1
17646,F,N,N,0,99000,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,28,1,1,1
17663,F,N,N,0,99000,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,28,1,1,0
17747,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,Drivers,1,29,1,1,0
17786,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,Drivers,1,29,1,1,1
17951,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,Managers,2,40,3,1,0
17983,M,Y,N,0,225000,Working,Higher education,Civil marriage,Rented apartment,Managers,2,40,3,1,1
18181,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,Managers,4,42,17,1,1
18220,M,Y,N,2,427500,Commercial associate,Higher education,Married,House / apartment,Managers,4,42,17,1,0
18297,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,Core staff,4,43,3,1,1
18305,F,N,Y,2,157500,State servant,Higher education,Married,House / apartment,Core staff,4,43,3,1,0
18311,F,N,Y,2,144000,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,4,27,5,1,0
18315,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,60,0,0,0
18325,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,60,0,0,1
18428,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,1,37,3,1,1
18459,F,Y,N,1,157500,Working,Higher education,Married,House / apartment,Private service staff,3,33,6,1,0
768644,F,N,N,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,0
18477,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,Core staff,4,31,1,1,0
18484,F,Y,Y,2,90000,State servant,Higher education,Married,House / apartment,Core staff,4,31,1,1,1
18498,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,10,1,1
18643,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,10,1,0
18783,F,N,Y,2,99000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,35,1,1,1
18844,F,N,Y,2,99000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,35,1,1,0
18913,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Laborers,2,55,20,1,0
18926,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Laborers,2,55,20,1,1
19112,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,30,6,1,0
19228,F,N,Y,0,135000,Working,Incomplete higher,Single / not married,House / apartment,Not identified,1,24,4,1,0
19255,F,Y,N,2,99000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,4,35,0,0,0
19269,F,Y,Y,2,90000,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,4,35,12,1,1
19331,F,Y,Y,2,90000,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,4,35,12,1,0
19369,M,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,64,0,0,1
19379,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,45,21,1,1
19442,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,45,21,1,0
19460,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,46,8,1,1
19478,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,46,8,1,0
19520,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,57,10,1,0
19533,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,57,10,1,1
19796,M,Y,Y,0,495000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,63,0,0,1
19822,M,Y,Y,0,495000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,63,0,0,0
19874,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Office apartment,Drivers,4,41,6,1,1
19919,F,N,Y,0,135000,Working,Incomplete higher,Married,House / apartment,Managers,2,47,10,1,1
19972,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,39,1,1,0
19979,M,Y,Y,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,39,1,1,1
20091,F,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,34,7,1,1
20193,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,Core staff,4,34,5,1,1
20274,F,N,Y,2,157500,State servant,Secondary / secondary special,Married,House / apartment,Core staff,4,34,5,1,0
20292,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,0
20321,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,Secretaries,3,30,9,1,0
20331,F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,Secretaries,3,30,9,1,1
20392,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Not identified,2,36,1,1,0
20429,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Not identified,2,36,1,1,1
20467,F,N,N,0,99000,Commercial associate,Higher education,Single / not married,With parents,Not identified,1,30,6,1,1
20586,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,57,6,1,0
20605,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,57,6,1,1
20687,M,Y,Y,0,85500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,0
20703,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,60,0,0,1
20731,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,60,0,0,0
20772,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,60,23,1,1
20903,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,60,23,1,0
20912,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,51,8,1,1
20952,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,51,8,1,0
20985,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,47,6,1,1
21046,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,46,12,1,1
21065,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,46,12,1,0
21190,F,N,Y,0,360000,Working,Secondary / secondary special,Widow,House / apartment,Core staff,1,51,21,1,0
21240,F,N,Y,0,279000,State servant,Higher education,Single / not married,House / apartment,Managers,1,31,1,1,1
21251,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,46,9,1,1
21377,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,4,35,3,1,1
21396,M,Y,N,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,4,35,3,1,0
21419,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,58,0,1,1
21477,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,58,0,1,0
21579,F,Y,Y,0,112500,Working,Incomplete higher,Single / not married,With parents,Sales staff,1,23,2,1,1
21597,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,29,4,1,0
21602,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,29,4,1,1
21682,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,Core staff,4,38,10,1,1
21808,F,N,Y,0,166500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,62,0,0,1
21897,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,1
21966,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,0
22013,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,Not identified,1,59,0,0,0
22043,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,Not identified,1,59,0,0,1
22122,F,N,Y,1,67500,State servant,Secondary / secondary special,Married,Municipal apartment,Core staff,3,43,5,1,1
22142,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,23,1,1,0
22147,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,39,2,1,1
22185,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,39,2,1,0
22220,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,42,14,1,1
22232,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,Managers,4,36,5,1,1
22258,F,N,Y,2,270000,Working,Secondary / secondary special,Married,House / apartment,Managers,4,36,5,1,0
22484,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,0
22515,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,1
22607,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Managers,3,35,15,1,0
22629,F,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Managers,3,35,15,1,1
22806,M,Y,Y,0,202500,Commercial associate,Lower secondary,Married,House / apartment,Not identified,2,51,21,1,1
22812,M,Y,Y,0,202500,Commercial associate,Lower secondary,Married,House / apartment,Not identified,2,51,21,1,0
22823,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,61,4,1,0
22853,M,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,61,4,1,1
22962,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,51,5,1,0
23024,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,59,1,1,0
23096,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,25,2,1,0
23097,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Not identified,4,51,11,1,0
23116,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Not identified,4,51,11,1,1
23146,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,46,18,1,1
23353,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,43,13,1,1
23411,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,43,13,1,0
23434,F,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,1
23506,M,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,3,1,1
23534,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,64,0,0,1
23557,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,64,0,0,0
23565,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,Laborers,2,28,5,1,1
23575,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,Laborers,2,28,5,1,0
23659,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,Core staff,2,38,10,1,0
23680,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,Not identified,2,52,2,1,1
23691,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,Not identified,2,52,2,1,0
23715,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,3,48,22,1,0
23761,F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,3,48,22,1,1
23971,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,Secretaries,2,60,5,1,1
24036,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,46,11,1,1
24071,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,46,11,1,0
24130,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,2,1,1
24148,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,2,1,0
24324,F,Y,Y,0,247500,State servant,Secondary / secondary special,Married,House / apartment,Managers,2,54,22,1,1
24402,F,Y,Y,1,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,41,9,1,0
24424,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,Not identified,3,38,15,1,1
24472,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,Not identified,3,38,15,1,0
24987,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,56,0,0,1
25013,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,28,3,1,0
25029,F,N,Y,0,99000,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,28,3,1,1
25043,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,41,5,1,0
25129,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,56,17,1,0
25147,F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,56,17,1,1
25204,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,65,0,0,1
25271,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,42,5,1,0
25319,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,42,5,1,1
25495,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,Cooking staff,2,26,0,1,0
25523,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,Cooking staff,2,26,0,1,1
25586,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,1
25598,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,0
26014,F,N,Y,0,328500,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,55,5,1,0
26040,F,N,N,0,126000,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,1,23,2,1,1
26045,M,Y,N,1,180000,State servant,Incomplete higher,Married,With parents,Drivers,3,29,3,1,1
26105,F,N,Y,0,310500,State servant,Higher education,Single / not married,House / apartment,Accountants,1,36,3,1,1
26118,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,40,20,1,0
